sno,district,mandal,village,lat_gis,long_gis,gwl,season,,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3 ,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1
361,WARANGAL (U),Hanamkonda,Mamnoor,17.9069,79.5969,1.2,Post-monsoon 2020,,7.97,1615,1033.6,0,200,250,0.85,192.0575455,44.5,160,5,88,48.62,419.9177632,3.394767404,C3S1,-4.398355263,P.S.
362,WARANGAL (U),Hasanparthi,Seethampet,18.0776,79.5153,0.56,Post-monsoon 2020,,8.26,1932,1236.48,0,360,220,0.99,173.9389091,49.25,195,5,80,63.206,459.8930921,3.95346895,C3S1,-1.997861842,P.S.
363,WARANGAL (U),Kamalapur,Shanigaram,18.184083,79.597194,0.75,Post-monsoon 2020,,8.3,2179,1394.56,30,400,360,4.88,118.5764091,38.25,302,12,88,53.482,439.9095395,6.260332743,C3S1,-0.198190789,P.S.
364,WARANGAL (U),warangal,Charbowli,17.9819,79.607,1.83,Post-monsoon 2020,,8.28,1030,659.2,0,280,110,0.78,58.78490909,22,98,4,48,43.758,299.9259868,2.460317702,C3S1,-0.398519737,P.S.
365,YADADRI,Alair,Kolanpaka,17.69706,79.019595,3.23,Post-monsoon 2020,,7.93,1965,1257.6,0,560,360,0.93,18.73467,19,290,8.3,48,92.378,499.84375,5.639661383,C3S1,1.203125,P.S.
366,YADADRI,B.Pochampalli,B.Pochampalli,17.336196,78.810768,2.75,Post-monsoon 2020,,8.58,2188,1400.32,20,410,390,0.55,54.12238,31,122.1,1.4,144,111.826,819.8108553,1.854090786,C3S1,-7.796217105,P.S.
367,YADADRI,Bibinagar,Bibinagar,17.460344,78.801601,3.39,Post-monsoon 2020,,8.17,1514,968.96,0,320,210,1.28,119.1401,29,107.65,1.89,120,53.482,519.9095395,2.052684983,C3S1,-3.998190789,P.S.
368,YADADRI,Choutuppal,D.Malkapur,17.258259,78.803218,2.33,Post-monsoon 2020,,8.08,1490,953.6,0,570,110,2.46,33.2175,19,133.2,14.4,104,48.62,459.9177632,2.700450974,C3S1,2.201644737,MR
369,YADADRI,Mothukur,Kanchanapalli,17.40375,79.339638,2.7,Post-monsoon 2020,,8.24,1436,919.04,0,340,180,0.44,179.3745,27,205.8,84.6,40,29.172,219.9506579,6.033299736,C3S1,2.400986842,MR
370,YADADRI,Rajapet,Bondugala,17.768305,78.9665,2.71,Post-monsoon 2020,,8.73,797,510.08,20,240,90,1.01,32.64173,9,58.08,2.27,48,43.758,299.9259868,1.458114818,C3S1,-0.798519737,P.S.
371,YADADRI,Rajapet,Kurraram,17.77549,78.929866,5.28,Post-monsoon 2020,,8.29,435,278.4,0,190,40,0.5,18.51322,10,33.18,2.17,32,29.172,199.9506579,1.020204247,C2S1,-0.199013158,P.S.
372,YADADRI,Rajapet,Rajapet,17.729431,78.932968,2.41,Post-monsoon 2020,,7.8,906,579.84,0,230,150,1.37,37.51363,11,55.93,2.78,96,24.31,339.9588816,1.31887546,C3S1,-2.199177632,P.S.
373,YADADRI,Rajapet,Somaram,17.725671,78.991785,10.03,Post-monsoon 2020,,7.42,3279,2098.56,0,240,510,0.43,578.4274,59,295.2,6.8,328,34.034,959.9424342,4.142532479,C4S2,-14.39884868,P.S.
374,YADADRI,Ramannapet,Ramanapet,17.283121,79.095091,3.9,Post-monsoon 2020,,8.7,599,383.36,30,150,70,0.58,52.52794,12,36.94,1.22,40,38.896,259.9342105,0.99617889,C2S1,-1.598684211,P.S.
375,YADADRI,S.Narayanpur,S.Narayanpur,17.144719,78.86001,9.9,Post-monsoon 2020,,7.8,2324,1487.36,0,370,370,0.58,336.1611,33,169.3,2.6,160,97.24,799.8355263,2.602727956,C4S1,-8.596710526,P.S.
376,YADADRI,Thurkapally,Gandamalla,17.733101,78.853831,5.74,Post-monsoon 2020,,8.26,2109,1349.76,0,430,260,1.08,332.175,33,211.3,43.3,48,116.688,599.8026316,3.751176315,C3S1,-3.396052632,P.S.
377,YADADRI,Valigonda,T. somaram,17.399953,78.95229,1.72,Post-monsoon 2020,,8.77,1115,713.6,20,180,220,0.34,44.20142,15,60.44,3.04,80,53.482,419.9095395,1.282385944,C3S1,-4.398190789,P.S.
378,YADADRI,Valigonda,Vemulakonda,17.347782,79.143433,1.65,Post-monsoon 2020,,7.76,5053,3233.92,0,280,1360,0.44,76.35596,109,465.2,3.3,400,92.378,1379.84375,5.444987846,C4S1,-21.996875,P.S.
379,YADADRI,Y.Gutta,Mallapuram,17.633555,78.911638,4.92,Post-monsoon 2020,,8.13,2280,1459.2,0,200,340,1.12,506.2347,34,170.7,5.6,152,97.24,779.8355263,2.657689111,C4S1,-11.59671053,P.S.
