sno,district,mandal,village,lat_gis,long_gis,gwl,season,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3 ,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1
340,WANAPARTHY,Atmakuru,Atmakuru,16.337,77.806,8.8,postmonsoon 2018 ,7.98,1164,744.96,0,376.4737742,120,2.46,0.68665,28.75,123.0606578,0.29,56,43.758,320,2.991345915,C3S1,1.130955747,P.S.
341,WANAPARTHY,Ghanpur,Ghanapur,16.56306,78.046454,7.12,postmonsoon 2018 ,8.13,2820,1804.8,0,623.7699339,460,1.83,88.6,50,322.1284826,3.2,24,160.446,720,5.220557757,C4S1,-1.91917369,P.S.
342,WANAPARTHY,Gopalpet,Gopalpet,16.3786,78.1348,4.7,postmonsoon 2018 ,8.22,1388,888.32,0,379.6644034,190,1.26,1.17395,37,173.7189712,2.65,32,58.344,320,4.222905856,C3S1,1.195261751,P.S.
343,WANAPARTHY,Kothakota,Kanaipally,16.388259,77.960249,12.43,postmonsoon 2018 ,7.71,1260,806.4,0,219.5487607,250,0.469,27.5546,28.25,125.9555755,2,72,43.758,360,2.886575747,C3S1,-2.807544523,P.S.
344,WANAPARTHY,Pangal,Pangal,16.24721,78.104481,11.6,postmonsoon 2018 ,8.19,1970,1260.8,0,392.4343899,320,1.25,127.584,27.5,224.302459,5.8,24,106.964,500,4.362141847,C3S1,-2.147693782,P.S.
345,WANAPARTHY,Pebbair,Ayyavaripalli,16.1156,78.0236,2.45,postmonsoon 2018 ,8.1,1215,777.6,0,172.6509412,240,0.56,69.7725,32.75,97.37056424,1.55,80,48.62,400,2.116969024,C3S1,-4.545336439,P.S.
346,WANAPARTHY,Peddamandadi,Peddamandadi,16.4306,78.0251,10,postmonsoon 2018 ,7.94,2430,1555.2,0,494.7210091,380,0.61,170.7765,33.25,273.3512098,25.85,96,87.516,600,4.852562282,C4S1,-2.102619292,P.S.
347,WARANGAL (R) ,Atmakur,Atmakur,18.0686,79.738,4.45,postmonsoon 2018 ,8.29,3814,2440.96,0,340,630,0.42,287.2810455,453,426,132,112,136.136,839.7697368,6.391483222,C4S2,-9.995394737,P.S.
348,WARANGAL (R) ,Chennaraopet,Chennaraopet,17.883,79.8722,3.65,postmonsoon 2018 ,8,462,295.68,0,130,50,2,44.49131818,36,44,3,16,34.034,179.9424342,1.426126483,C2S1,-0.998848684,P.S.
349,WARANGAL (R) ,Duggondi,Duggondi,18.0194,79.8077,5.59,postmonsoon 2018 ,8.02,425,272,0,130,40,1.11,34.82804545,22,36,2,16,29.172,159.9506579,1.237603843,C2S1,-0.599013158,P.S.
350,WARANGAL (R) ,Khanapur,Khanapur,17.8988,79.93,3.05,postmonsoon 2018 ,8.04,340,217.6,0,130,40,1.3,76.29959091,34,67,1,16,24.31,139.9588816,2.462332714,C2S1,-0.199177632,P.S.
351,WARANGAL (R) ,Narasampet,Narasampet,17.9227,79.8875,5.15,postmonsoon 2018 ,8.29,1127,721.28,0,290,120,2.38,69.25345455,57,116,7,32,58.344,319.9013158,2.819824892,C3S1,-0.598026316,P.S.
352,WARANGAL (R) ,Nekkonda,Ameenpet,17.8081,79.8003,4.24,postmonsoon 2018 ,8.28,1485,950.4,0,340,140,2.28,151.5925909,111,193,2,32,68.068,359.8848684,4.423313079,C3S1,-0.397697368,P.S.
353,WARANGAL (R) ,Parkal,Parkal,18.2016,79.6374,4.48,postmonsoon 2018 ,8.28,722,462.08,0,210,50,1.79,42.47813636,41,72,5,24,34.034,199.9424342,2.213870294,C2S1,0.201151316,P.S.
354,WARANGAL (R) ,Parvathagiri,Parvathagiri,17.744466,79.723991,16.1,postmonsoon 2018 ,8.19,1244,796.16,0,270,170,0.7,37.24386364,123,134,46,40,53.482,319.9095395,3.25734206,C3S1,-0.998190789,P.S.
355,WARANGAL (R) ,Rayaparthy,Rayaparthy,17.6942,79.5473,9.94,postmonsoon 2018 ,8.21,1381,883.84,0,180,260,0.43,47.51109091,152,154,8,64,58.344,399.9013158,3.348239135,C3S1,-4.398026316,P.S.
356,WARANGAL (R) ,Sangem,Sangem,17.8844,79.7113,4.4,postmonsoon 2018 ,8.25,1118,715.52,0,260,170,0.83,2.415818182,81,128,8,32,53.482,299.9095395,3.213564297,C3S1,-0.798190789,P.S.
357,WARANGAL (R) ,Wardhannapet,Wardhannapet,17.773,79.5794,8.96,postmonsoon 2018 ,8.17,1394,892.16,0,310,200,0.77,47.10845455,115,152,2,72,58.344,419.9013158,3.225092194,C3S1,-2.198026316,P.S.
358,WARANGAL (U),Bheemadevarapallly,Vangara,18.133888,79.345,13.7,postmonsoon 2018 ,7.66,717,458.88,0,80,140,1.59,22.34631818,90,61,2,40,38.896,259.9342105,1.645016575,C2S1,-3.598684211,P.S.
359,WARANGAL (U),Dharmasagar,Narayanagiri,17.9905,79.3769,7.62,postmonsoon 2018 ,7.59,1510,966.4,0,100,240,0.68,130.8568182,199,120,9,88,63.206,479.8930921,2.381667667,C3S1,-7.597861842,P.S.
360,WARANGAL (U),Hanamkonda,Hanumkonda,18.0008,79.5577,10.36,postmonsoon 2018 ,7.62,1128,721.92,0,120,210,1.8,48.92031818,106,111,8,56,43.758,319.9259868,2.698176675,C3S1,-3.998519737,P.S.
361,WARANGAL (U),Hanamkonda,Mamnoor,17.9069,79.5969,6.57,postmonsoon 2018 ,7.42,750,480,0,290,20,4.97,5.636909091,39,58,7,24,43.758,239.9259868,1.628026661,C3S1,1.001480263,P.S.
362,WARANGAL (U),Hasanparthi,Seethampet,18.0776,79.5153,5.13,postmonsoon 2018 ,7.45,946,605.44,0,280,90,1.96,27.37927273,75,75,6,24,68.068,339.8848684,1.768754314,C3S1,-1.197697368,P.S.
363,WARANGAL (U),Kamalapur,Shanigaram,18.184083,79.597194,6.12,postmonsoon 2018 ,7.69,2315,1481.6,0,320,340,0.1,134.8831818,233,256,102,112,43.758,459.9259868,5.190009525,C4S2,-2.798519737,P.S.
364,WARANGAL (U),warangal,Charbowli,17.9819,79.607,7.28,postmonsoon 2018 ,7.63,700,448,0,200,80,1.13,19.9305,45,61,5,24,43.758,239.9259868,1.712234936,C2S1,-0.798519737,P.S.
365,YADADRI,Alair,Kolanpaka,17.69706,79.019595,22.66,postmonsoon 2018 ,7.8,1780,1139.2,0,493.7687012,250,1.12,7.9722,18,204.088137,12,64,68.068,439.8848684,4.230779719,C3S1,1.077676655,P.S.
366,YADADRI,B.Pochampalli,B.Pochampalli,17.336196,78.810768,8.76,postmonsoon 2018 ,6.6,2850,1824,0,420.9032914,580,0.8,7.30785,28,264.1625851,4,216,77.792,859.8684211,3.916764593,C4S1,-8.779302592,P.S.
368,YADADRI,Choutuppal,D.Malkapur,17.258259,78.803218,5.56,postmonsoon 2018 ,7.14,1812,1159.68,0,502.0249549,170,1.71,7.30785,29,142.7847594,35,128,58.344,559.9013158,2.623603938,C3S1,-1.157527218,P.S.
369,YADADRI,Mothukur,Kanchanapalli,17.40375,79.339638,7.45,postmonsoon 2018 ,7.51,1610,1030.4,0,519.8285956,120,0.49,6.42205,16,205.8761231,20,56,48.62,339.9177632,4.855022145,C3S2,3.598216649,U.S.
370,YADADRI,Rajapet,Bondugala,17.768305,78.9665,11.64,postmonsoon 2018 ,6.81,2110,1350.4,0,327.7191262,390,0.64,7.9722,23,135.2891455,9,240,38.896,759.9342105,2.133767617,C3S1,-8.644301687,P.S.
372,YADADRI,Rajapet,Rajapet,17.729431,78.932968,12.64,postmonsoon 2018 ,7.24,2010,1286.4,0,269.9465253,480,1.9,0.66435,25,124.8112546,3,184,68.068,739.8848684,1.995004318,C3S1,-9.398766863,P.S.
373,YADADRI,Rajapet,Somaram,17.725671,78.991785,20.33,postmonsoon 2018 ,7.77,870,556.8,0,349.9857203,30,1.6,26.1311,7,35.94681076,1,72,43.758,359.9259868,0.823807852,C3S1,-0.19880533,P.S.
374,YADADRI,Ramannapet,Ramanapet,17.283121,79.095091,11.9,postmonsoon 2018 ,7.22,2280,1459.2,0,505.2484872,370,2.2,21.2592,17,251.3515851,4,112,77.792,599.8684211,4.461961231,C4S2,-1.892398676,P.S.
375,YADADRI,S.Narayanpur,S.Narayanpur,17.144719,78.86001,25.46,postmonsoon 2018 ,6.95,1950,1248,0,440.9044094,220,1.12,19.70905,17,148.257707,2,160,63.206,659.8930921,2.509300378,C3S1,-4.379773654,P.S.
376,YADADRI,Thurkapally,Gandamalla,17.733101,78.853831,8.39,postmonsoon 2018 ,7.45,2330,1491.2,0,519.8119591,270,1.8,1.99305,37,175.2754183,28,120,111.826,759.8108553,2.764651726,C4S1,-4.799977922,P.S.
377,YADADRI,Valigonda,T. somaram,17.399953,78.95229,21.21,postmonsoon 2018 ,7.26,1275,816,0,283.8345419,90,2.8,29.2314,11,147.2480573,3,64,38.896,319.9342105,3.579244751,C3S1,-0.721993372,P.S.
378,YADADRI,Valigonda,Vemulakonda,17.347782,79.143433,4.54,postmonsoon 2018 ,7.27,5440,3481.6,0,438.3062545,1500,0.78,167.19475,43,597.8544632,6,424,92.378,1439.84375,6.850305768,C4S2,-20.03074991,P.S.
379,YADADRI,Y.Gutta,Mallapuram,17.633555,78.911638,30.15,postmonsoon 2018 ,7.2,1745,1116.8,0,384.5861756,320,3.18,121.7975,14,163.8370391,4,152,34.034,519.9424342,3.123968335,C3S1,-2.707125173,P.S.
